time/time_elapsed,time/iterations,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/loss,train/clip_fraction,train/clip_range,train/approx_kl,train/explained_variance,train/learning_rate,train/entropy_loss,train/value_loss,train/policy_gradient_loss
731,149,417,305152,500.0,500.0,1480,-0.019095083698630333,0.059765625,0.2,0.0056712674,-6.29581356048584,0.0003,-0.23999317386187613,3.0972794888839417e-06,-0.0025773322355234995
740,150,414,307200,500.0,500.0,1490,-0.003370492020621896,0.0169921875,0.2,0.0009996116,-11.407695770263672,0.0003,-0.25513524510897695,6.511532376407559e-07,-0.0002820047113345936
749,151,412,309248,500.0,500.0,1500,0.001954600913450122,0.031884765625,0.2,0.002129482,-6.229513645172119,0.0003,-0.26457094992510977,9.409828237494367e-07,0.0002187827034504153
758,152,410,311296,500.0,500.0,1510,-0.003509863745421171,0.024609375,0.2,0.0018656634,-2.7314248085021973,0.0003,-0.24055010159499943,5.320724088164752e-06,-0.00117817317659501
767,153,408,313344,500.0,500.0,1520,0.005168677307665348,0.0158203125,0.2,0.00087384565,-3.3182291984558105,0.0003,-0.2464338188059628,2.862657149194092e-06,0.00010440027617732994
776,154,406,315392,500.0,500.0,1530,0.007666570134460926,0.0107421875,0.2,0.0014053595,-2.374511957168579,0.0003,-0.2377153208479285,3.860690708279435e-06,-0.0008618070482043549
785,155,403,317440,500.0,500.0,1540,-0.00012333143968135118,0.02060546875,0.2,0.0017081158,-3.7884397506713867,0.0003,-0.23325670710764826,2.2464871136662623e-06,-0.0005206560017541051
795,156,401,319488,500.0,500.0,1550,-0.003755668643862009,0.06767578125,0.2,0.0017272737,-6.771415710449219,0.0003,-0.2520596238784492,2.0466616268777217e-05,-0.0003168160837958567
804,157,399,321536,500.0,500.0,1560,-0.001361182308755815,0.04658203125,0.2,0.003213013,-5.008197784423828,0.0003,-0.26508607156574726,2.2151877314513512e-05,-0.0007987951532413718
813,158,397,323584,500.0,500.0,1570,-0.01001999992877245,0.03173828125,0.2,0.0034424975,-3.5858311653137207,0.0003,-0.263776917848736,8.540539511159296e-08,-0.0016245648032054306
822,159,395,325632,500.0,500.0,1580,-3.8665464671794325e-05,0.01591796875,0.2,0.0013168696,-3.4039745330810547,0.0003,-0.2544932872056961,9.345229159407609e-08,-0.000482020118215587
832,160,393,327680,500.0,500.0,1590,0.0025823672767728567,0.03251953125,0.2,0.005300189,-8.389019012451172,0.0003,-0.27788322530686854,6.600596407224657e-08,0.000402042519999668
841,161,391,329728,500.0,500.0,1600,-0.008090915158390999,0.040771484375,0.2,0.004513342,-4.363351345062256,0.0003,-0.27764652627520264,2.6211482122562303e-07,-0.002058947029581759
851,162,389,331776,500.0,500.0,1610,-0.003191133961081505,0.0142578125,0.2,0.0012199667,-2.5724246501922607,0.0003,-0.2606144031044096,2.837525073573488e-07,-0.00019885190267814322
860,163,387,333824,500.0,500.0,1620,-0.0009891620138660073,0.025537109375,0.2,0.0013875212,-5.2345757484436035,0.0003,-0.26375587047077714,5.259255149212549e-05,-0.0021391235379269345
870,164,385,335872,500.0,500.0,1630,-0.0012878305278718472,0.025927734375,0.2,0.0018509761,-8.243368148803711,0.0003,-0.2552438111975789,1.1164885052039609e-07,-0.0003795313350565266
880,165,383,337920,500.0,500.0,1640,-0.005026856437325478,0.02646484375,0.2,0.0038851006,-5.14034366607666,0.0003,-0.2589932558592409,8.946927891884115e-08,-0.0004208370723063126
889,166,382,339968,500.0,500.0,1650,0.02339899353682995,0.0755859375,0.2,0.009168368,-8.609708786010742,0.0003,-0.27516917954199016,6.120261559772189e-08,-0.0034905352658824995
899,167,380,342016,500.0,500.0,1660,-0.0022141747176647186,0.021630859375,0.2,0.0025220977,-4.921823501586914,0.0003,-0.25187151310965417,8.995655491617071e-08,-0.0015341876278398558
909,168,378,344064,500.0,500.0,1670,0.0005134833627380431,0.03466796875,0.2,0.0030537206,-4.884324550628662,0.0003,-0.2601402589585632,5.041643589720479e-07,-0.0027124181171529925
919,169,376,346112,500.0,500.0,1680,-0.002757398644462228,0.051708984375,0.2,0.004051163,-7.822320938110352,0.0003,-0.26474493159912527,6.280744204900657e-06,-0.0024602376885013654
929,170,374,348160,500.0,500.0,1690,-0.007555603515356779,0.05029296875,0.2,0.003914141,-9.764385223388672,0.0003,-0.2803710776846856,3.595163207137375e-06,-0.0018795838768710382
939,171,372,350208,500.0,500.0,1700,0.009682055562734604,0.02021484375,0.2,0.0009169836,-5.818639278411865,0.0003,-0.2573290868662298,1.1879387784574647e-07,-0.0011427097022533416
949,172,371,352256,500.0,500.0,1710,-0.008166271261870861,0.01611328125,0.2,0.0015760055,-4.544247627258301,0.0003,-0.2470453389454633,8.566709425394947e-07,-0.0014290092600276693
959,173,369,354304,500.0,500.0,1720,0.00453309528529644,0.04111328125,0.2,0.0029766648,-3.4857592582702637,0.0003,-0.24381370688788592,1.0842568764246608e-05,-0.0027438688703114167
969,174,367,356352,500.0,500.0,1730,-0.006707869935780764,0.011572265625,0.2,0.0011701164,-3.138983726501465,0.0003,-0.23246432100422681,1.481822692994683e-07,-0.0005914082867093384
979,175,365,358400,500.0,500.0,1740,-0.006078681442886591,0.017138671875,0.2,0.0019253974,-4.469342231750488,0.0003,-0.2294232512358576,1.0887378658708258e-05,-0.0005983520255540498
989,176,364,360448,500.0,500.0,1750,-0.006189761683344841,0.032421875,0.2,0.003526554,-6.198221683502197,0.0003,-0.23994001438841223,4.6774316871278644e-06,-0.0018675589759368449
1000,177,362,362496,500.0,500.0,1760,-0.003997755702584982,0.0125,0.2,0.0004159147,-11.539459228515625,0.0003,-0.24269283483736218,1.133877304937414e-07,0.00012877339322585611
1010,178,360,364544,500.0,500.0,1770,0.002190422499552369,0.016552734375,0.2,0.0023249052,-8.38204288482666,0.0003,-0.23971529686823487,1.7917012655743748e-07,-0.0003585146834666375
1020,179,359,366592,500.0,500.0,1780,0.012275248765945435,0.0296875,0.2,0.0012478859,-13.941557884216309,0.0003,-0.23984810654073954,2.0733896704427934e-05,-0.0012694127683062107
1031,180,357,368640,500.0,500.0,1790,0.00112508749589324,0.01640625,0.2,0.00084541657,-0.2688335180282593,0.0003,-0.2345333573408425,5.6496051740850815e-06,0.0007714482271694578
1041,181,355,370688,500.0,500.0,1800,-0.00013269799819681793,0.039453125,0.2,0.0040365206,-0.36241769790649414,0.0003,-0.23387496806681157,4.1931163545427806e-05,-0.0013534514131606557
1052,182,354,372736,500.0,500.0,1810,-0.0016486255917698145,0.022314453125,0.2,0.002321067,-0.35838747024536133,0.0003,-0.21655296748504044,2.0145370172031107e-07,0.00011409078870201483
1062,183,352,374784,500.0,500.0,1820,0.004214912187308073,0.042333984375,0.2,0.0069414554,-0.5912175178527832,0.0003,-0.25991072971373796,1.8169749580465577e-07,-0.00021866506576770917
1073,184,351,376832,500.0,500.0,1830,-0.002381265163421631,0.01298828125,0.2,0.0016749713,-0.8353582620620728,0.0003,-0.23081436790525914,6.818745930559089e-07,-0.0005953181862423662
1084,185,349,378880,500.0,500.0,1840,-0.006022930610924959,0.032470703125,0.2,0.0029985453,-0.9681220054626465,0.0003,-0.2620421669445932,5.757335429734667e-07,-0.0007330021981033497
1094,186,347,380928,500.0,500.0,1850,0.02287919633090496,0.02041015625,0.2,0.0021825857,-1.5628197193145752,0.0003,-0.23681889954023064,2.7100098293431075e-06,-0.0018808168519171887
1105,187,346,382976,500.0,500.0,1860,-0.0060633523389697075,0.02099609375,0.2,0.00061484124,-1.6144721508026123,0.0003,-0.24422909505665302,3.627746278880295e-05,-0.00035341427428647876
1116,188,344,385024,500.0,500.0,1870,-0.013189495541155338,0.04404296875,0.2,0.0043708133,-2.090272903442383,0.0003,-0.24546348508447408,2.281335298448539e-07,-0.0014747895183973014
1127,189,343,387072,500.0,500.0,1880,-0.004980599973350763,0.0197265625,0.2,0.0027473783,-3.5544514656066895,0.0003,-0.23199346312321723,2.4804235749797953e-07,-0.0005774923658464104
1138,190,341,389120,500.0,500.0,1890,0.0019322022562846541,0.030078125,0.2,0.002329462,-3.3338088989257812,0.0003,-0.2457546055316925,4.631221742101843e-07,2.790587896015495e-05
1149,191,340,391168,500.0,500.0,1900,-0.0012963861227035522,0.024365234375,0.2,0.0032559773,-4.012415409088135,0.0003,-0.2438359424006194,5.550796907982658e-06,0.0004616766877006739
1160,192,338,393216,500.0,500.0,1910,0.0009399284608662128,0.037109375,0.2,0.0034623747,-5.214764595031738,0.0003,-0.25421121511608363,1.6961358244316217e-05,-0.0012516280243289658
1171,193,337,395264,500.0,500.0,1920,0.01372607797384262,0.018798828125,0.2,0.00242772,-7.359468460083008,0.0003,-0.25006779418326913,2.28531826849121e-06,0.000572371727321297
1182,194,336,397312,500.0,500.0,1930,-0.016983604058623314,0.03544921875,0.2,0.0028442745,-7.324176788330078,0.0003,-0.258259737957269,2.6372163063115294e-06,-0.0013701983902137727
1193,195,334,399360,500.0,500.0,1940,-0.004001076333224773,0.045947265625,0.2,0.0060311444,-2.983196258544922,0.0003,-0.25610358444973824,1.2754247222801495e-07,-0.0004942614876199513
1204,196,333,401408,500.0,500.0,1950,-0.0019693549256771803,0.0201171875,0.2,0.0036670645,-11.54569149017334,0.0003,-0.26416347846388816,3.8828336812457565e-07,0.00035070230660494417
1216,197,331,403456,500.0,500.0,1960,0.0015296833589673042,0.036572265625,0.2,0.0031660227,-3.1832075119018555,0.0003,-0.26628705514594914,7.795913009545075e-06,0.0005651807397953235
1228,198,330,405504,500.0,500.0,1970,-0.0033231093548238277,0.015185546875,0.2,0.0013769118,-2.4399802684783936,0.0003,-0.25016060676425694,8.757395761449516e-07,-0.001993914257036522
1240,199,328,407552,500.0,500.0,1980,0.0007371623069047928,0.019873046875,0.2,0.0013068767,-5.90238094329834,0.0003,-0.2512144627049565,7.894577228739763e-06,-0.0013045574640273116
1253,200,326,409600,500.0,500.0,1990,-0.000978027586825192,0.01123046875,0.2,0.001680621,-4.121108531951904,0.0003,-0.24746328336186707,3.352615356959632e-05,-1.888604019768536e-05
1266,201,325,411648,500.0,500.0,2000,0.01173613965511322,0.014013671875,0.2,0.00146611,-6.300196170806885,0.0003,-0.25708745974116026,5.4861021681062996e-08,-1.553300389787182e-05
1279,202,323,413696,500.0,500.0,2010,0.014147932641208172,0.06162109375,0.2,0.0053363256,-6.494606971740723,0.0003,-0.2681678045541048,6.429902441595913e-08,-0.0025961564067984
1291,203,321,415744,500.0,500.0,2020,-0.015521612949669361,0.06328125,0.2,0.0054461015,-4.633300304412842,0.0003,-0.27345763868652284,6.87852320879756e-08,-0.0047633746115025135
1304,204,320,417792,500.0,500.0,2030,0.005729473661631346,0.0169921875,0.2,0.0019891039,-4.407216548919678,0.0003,-0.2584303968120366,9.808200331917761e-08,-0.0015799502492882312
1316,205,318,419840,500.0,500.0,2040,0.00824816431850195,0.007861328125,0.2,0.0006837106,-12.789716720581055,0.0003,-0.2585223788395524,1.3303523559216045e-06,-0.00011010482703568413
1329,206,317,421888,500.0,500.0,2050,0.006338258273899555,0.03359375,0.2,0.0025975946,-3.802853584289551,0.0003,-0.24846240864135324,2.591866376633334e-07,-0.0013134795866790228
1342,207,315,423936,500.0,500.0,2060,0.0006207100814208388,0.05078125,0.2,0.0054374365,-8.801815032958984,0.0003,-0.2656153959222138,5.475399404986092e-07,-0.0018612624946399592
1354,208,314,425984,500.0,500.0,2070,-0.0029011911246925592,0.03505859375,0.2,0.005637701,-8.787968635559082,0.0003,-0.27838655444793403,2.252745043449522e-05,-0.00035677949636010454
1367,209,313,428032,500.0,500.0,2080,-0.0055163269862532616,0.01845703125,0.2,0.0027646017,-4.274523735046387,0.0003,-0.25846121590584514,4.727432326490089e-07,-0.0020960554000339473
1380,210,311,430080,500.0,500.0,2090,-0.00567250931635499,0.0296875,0.2,0.0019881006,-5.987446308135986,0.0003,-0.2790421816520393,5.661478894580796e-08,0.00023567494354210795
1393,211,310,432128,500.0,500.0,2100,0.0051035271026194096,0.044482421875,0.2,0.0036970638,-3.6738333702087402,0.0003,-0.26360295014455914,3.9251625594260986e-07,-0.0024209554365370424
1406,212,308,434176,500.0,500.0,2110,-0.004167799837887287,0.025341796875,0.2,0.0018224485,-6.061087608337402,0.0003,-0.24372664745897055,4.112565244440703e-06,-0.002030860015656799
1419,213,307,436224,500.0,500.0,2120,-0.0016537397168576717,0.05166015625,0.2,0.004317819,-4.560680389404297,0.0003,-0.26507815048098565,8.724555300432257e-08,-0.0021749089006334542
1432,214,305,438272,500.0,500.0,2130,-0.006510112434625626,0.05166015625,0.2,0.003964055,-8.66077995300293,0.0003,-0.2655743858311325,2.4270364917811094e-07,-0.0009521524363663048
1445,215,304,440320,500.0,500.0,2140,-0.01656857319176197,0.043994140625,0.2,0.0027472063,-7.144376754760742,0.0003,-0.2731948750093579,2.946493979152365e-05,-0.0022193708093254825
1459,216,303,442368,500.0,500.0,2150,0.005602810997515917,0.01630859375,0.2,0.00086550694,-3.3454995155334473,0.0003,-0.2548949135933071,5.6702432971178496e-08,-0.0011808811977971345
1472,217,301,444416,500.0,500.0,2160,-0.0030452925711870193,0.0095703125,0.2,0.0021421593,-8.202493667602539,0.0003,-0.2555412411689758,3.794382053001755e-08,-0.00020333485299488528
1485,218,300,446464,500.0,500.0,2170,0.020131975412368774,0.02666015625,0.2,0.0023347586,-13.637035369873047,0.0003,-0.26085066394880413,5.5742495419508485e-08,0.0007378033937129657
1498,219,299,448512,500.0,500.0,2180,-0.0018332743784412742,0.0173828125,0.2,0.0011679034,-4.94129753112793,0.0003,-0.26164690470322965,4.3452476177208156e-07,-0.0004684721905505285
1512,220,297,450560,500.0,500.0,2190,-0.006473475601524115,0.02607421875,0.2,0.0020426898,-8.451898574829102,0.0003,-0.2512762735132128,3.929545428604797e-05,-0.0011936889175558462
1525,221,296,452608,500.0,500.0,2200,-0.0007104030228219926,0.031640625,0.2,0.0037979488,-3.810966968536377,0.0003,-0.2621269943192601,4.360357763744105e-08,-0.001258511639025528
1538,222,295,454656,500.0,500.0,2210,0.005969160236418247,0.035205078125,0.2,0.0037648168,-3.4311976432800293,0.0003,-0.2563761244062334,5.681299910520465e-08,-0.0012043534166878088
1552,223,294,456704,500.0,500.0,2220,0.002541562309488654,0.044140625,0.2,0.0049859574,-5.730206489562988,0.0003,-0.25955842016264796,4.949922924879502e-08,-0.0020332372121629307
1565,224,292,458752,500.0,500.0,2230,-0.006551505997776985,0.01826171875,0.2,0.0037785056,-6.807105541229248,0.0003,-0.2761070779059082,2.477065606854012e-07,-0.00046925561910029503
1579,225,291,460800,500.0,500.0,2240,-0.004762415308505297,0.021728515625,0.2,0.0025714627,-7.819527626037598,0.0003,-0.25137997861020267,1.287838784946871e-07,-0.002071276231436059
1593,226,290,462848,500.0,500.0,2250,0.0028112251311540604,0.033935546875,0.2,0.001476927,-8.83051872253418,0.0003,-0.27149820579215883,2.3050963591231266e-07,-0.0009081211665034061
1607,227,289,464896,500.0,500.0,2260,0.006668513175100088,0.02607421875,0.2,0.0012975994,-6.403401851654053,0.0003,-0.2704148049931973,6.904848106614736e-07,-0.0001480355829698965
1621,228,287,466944,500.0,500.0,2270,-0.0026427654083818197,0.008349609375,0.2,0.0012872667,-4.79187536239624,0.0003,-0.26597159588709474,9.824886748788231e-06,-0.00019215916690882296
1635,229,286,468992,500.0,500.0,2280,-0.001568416366353631,0.035888671875,0.2,0.0022825997,-4.962567329406738,0.0003,-0.24973620511591435,2.409352987342572e-07,-0.0013457773515256123
1649,230,285,471040,500.0,500.0,2290,-0.006620641797780991,0.015380859375,0.2,0.0018132278,-6.487977027893066,0.0003,-0.25197136397473513,3.013380313632297e-06,-0.0008676505152834579
1663,231,284,473088,500.0,500.0,2300,-0.00923195667564869,0.038330078125,0.2,0.0018404012,-7.27177619934082,0.0003,-0.24895644704811276,9.029956356698676e-06,-0.000999490899266675
1677,232,283,475136,500.0,500.0,2310,0.016848985105752945,0.04912109375,0.2,0.005390846,-0.25133371353149414,0.0003,-0.2531481263693422,3.7064956586618793e-06,-0.0003693140941322781
1691,233,282,477184,500.0,500.0,2320,-0.003925983794033527,0.037646484375,0.2,0.0017989671,-0.22469305992126465,0.0003,-0.26650458863005044,1.3057657992021631e-05,-0.0004614672638126649
1705,234,280,479232,500.0,500.0,2330,8.633089601062238e-05,0.061474609375,0.2,0.006666202,-0.3991837501525879,0.0003,-0.2746388176456094,1.1093349570501232e-06,-0.00039777599304215985
1720,235,279,481280,500.0,500.0,2340,-0.013116106390953064,0.068603515625,0.2,0.0061281575,-0.5342870950698853,0.0003,-0.28283530292101206,1.0949978218377509e-06,-0.0022735452075721696
1734,236,278,483328,500.0,500.0,2350,-0.0023023393005132675,0.015283203125,0.2,0.0018070384,-0.7522011995315552,0.0003,-0.27538326042704286,1.2109471214216683e-06,-0.0003987139119999483
1748,237,277,485376,500.0,500.0,2360,-0.0026352228596806526,0.030224609375,0.2,0.0036884747,-1.111055612564087,0.0003,-0.26046139243990185,1.1502951792863314e-06,-0.0009690168517408893
1762,238,276,487424,500.0,500.0,2370,0.0016822381876409054,0.015625,0.2,0.0012888659,-0.615591287612915,0.0003,-0.26311198198236524,1.984053344017411e-06,-0.00079905440506991
1777,239,275,489472,500.0,500.0,2380,-0.004951192997395992,0.01552734375,0.2,0.00086106686,-4.611485481262207,0.0003,-0.24925884357653558,3.645988386438148e-05,-0.0003089578327490017
1791,240,274,491520,500.0,500.0,2390,-0.005327665712684393,0.018505859375,0.2,0.0020365755,-5.152760982513428,0.0003,-0.24340559039264917,3.900652245647507e-08,-0.0008523230542778037
1805,241,273,493568,500.0,500.0,2400,0.010133514180779457,0.017138671875,0.2,0.0027105196,-4.242313385009766,0.0003,-0.23924273517914116,7.169694811182126e-08,-0.00019439553143456577
1820,242,272,495616,500.0,500.0,2410,-0.0032507770229130983,0.017431640625,0.2,0.0014243252,-4.3449602127075195,0.0003,-0.2471518749371171,5.190198635318666e-08,-0.000429479014565004
1834,243,271,497664,500.0,500.0,2420,0.03532671183347702,0.019775390625,0.2,0.0012730989,-4.371078968048096,0.0003,-0.2389083848334849,4.04894306029746e-06,0.0008535000320989639
1849,244,270,499712,500.0,500.0,2430,-0.024012494832277298,0.0388671875,0.2,0.0032520688,-6.742225646972656,0.0003,-0.24460958084091544,5.70359063090109e-07,-0.001467311306623742
1864,245,269,501760,500.0,500.0,2440,-0.0008162585436366498,0.038671875,0.2,0.00065850106,-5.928845405578613,0.0003,-0.2349997151643038,6.516496256381287e-07,-0.0011920838835067116
