time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/explained_variance,train/clip_fraction,train/learning_rate,train/entropy_loss,train/value_loss,train/clip_range,train/approx_kl,train/loss,train/policy_gradient_loss,train/n_updates
421,149,723,305152,500.0,500.0,-6.29581356048584,0.059765625,0.0003,-0.23999317386187613,3.0972794888839417e-06,0.2,0.0056712674,-0.019095083698630333,-0.0025773322355234995,1480
419,150,732,307200,500.0,500.0,-11.407695770263672,0.0169921875,0.0003,-0.25513524510897695,6.511532376407559e-07,0.2,0.0009996116,-0.003370492020621896,-0.0002820047113345936,1490
417,151,741,309248,500.0,500.0,-6.229513645172119,0.031884765625,0.0003,-0.26457094992510977,9.409828237494367e-07,0.2,0.002129482,0.001954600913450122,0.0002187827034504153,1500
414,152,750,311296,500.0,500.0,-2.7314248085021973,0.024609375,0.0003,-0.24055010159499943,5.320724088164752e-06,0.2,0.0018656634,-0.003509863745421171,-0.00117817317659501,1510
412,153,759,313344,500.0,500.0,-3.3182291984558105,0.0158203125,0.0003,-0.2464338188059628,2.862657149194092e-06,0.2,0.00087384565,0.005168677307665348,0.00010440027617732994,1520
410,154,768,315392,500.0,500.0,-2.374511957168579,0.0107421875,0.0003,-0.2377153208479285,3.860690708279435e-06,0.2,0.0014053595,0.007666570134460926,-0.0008618070482043549,1530
408,155,777,317440,500.0,500.0,-3.7884397506713867,0.02060546875,0.0003,-0.23325670710764826,2.2464871136662623e-06,0.2,0.0017081158,-0.00012333143968135118,-0.0005206560017541051,1540
405,156,787,319488,500.0,500.0,-6.771415710449219,0.06767578125,0.0003,-0.2520596238784492,2.0466616268777217e-05,0.2,0.0017272737,-0.003755668643862009,-0.0003168160837958567,1550
403,157,796,321536,500.0,500.0,-5.008197784423828,0.04658203125,0.0003,-0.26508607156574726,2.2151877314513512e-05,0.2,0.003213013,-0.001361182308755815,-0.0007987951532413718,1560
401,158,805,323584,500.0,500.0,-3.5858311653137207,0.03173828125,0.0003,-0.263776917848736,8.540539511159296e-08,0.2,0.0034424975,-0.01001999992877245,-0.0016245648032054306,1570
399,159,815,325632,500.0,500.0,-3.4039745330810547,0.01591796875,0.0003,-0.2544932872056961,9.345229159407609e-08,0.2,0.0013168696,-3.8665464671794325e-05,-0.000482020118215587,1580
397,160,824,327680,500.0,500.0,-8.389019012451172,0.03251953125,0.0003,-0.27788322530686854,6.600596407224657e-08,0.2,0.005300189,0.0025823672767728567,0.000402042519999668,1590
395,161,833,329728,500.0,500.0,-4.363351345062256,0.040771484375,0.0003,-0.27764652627520264,2.6211482122562303e-07,0.2,0.004513342,-0.008090915158390999,-0.002058947029581759,1600
393,162,843,331776,500.0,500.0,-2.5724246501922607,0.0142578125,0.0003,-0.2606144031044096,2.837525073573488e-07,0.2,0.0012199667,-0.003191133961081505,-0.00019885190267814322,1610
391,163,853,333824,500.0,500.0,-5.2345757484436035,0.025537109375,0.0003,-0.26375587047077714,5.259255149212549e-05,0.2,0.0013875212,-0.0009891620138660073,-0.0021391235379269345,1620
389,164,862,335872,500.0,500.0,-8.243368148803711,0.025927734375,0.0003,-0.2552438111975789,1.1164885052039609e-07,0.2,0.0018509761,-0.0012878305278718472,-0.0003795313350565266,1630
387,165,872,337920,500.0,500.0,-5.14034366607666,0.02646484375,0.0003,-0.2589932558592409,8.946927891884115e-08,0.2,0.0038851006,-0.005026856437325478,-0.0004208370723063126,1640
385,166,882,339968,500.0,500.0,-8.609708786010742,0.0755859375,0.0003,-0.27516917954199016,6.120261559772189e-08,0.2,0.009168368,0.02339899353682995,-0.0034905352658824995,1650
383,167,891,342016,500.0,500.0,-4.921823501586914,0.021630859375,0.0003,-0.25187151310965417,8.995655491617071e-08,0.2,0.0025220977,-0.0022141747176647186,-0.0015341876278398558,1660
381,168,901,344064,500.0,500.0,-4.884324550628662,0.03466796875,0.0003,-0.2601402589585632,5.041643589720479e-07,0.2,0.0030537206,0.0005134833627380431,-0.0027124181171529925,1670
379,169,911,346112,500.0,500.0,-7.822320938110352,0.051708984375,0.0003,-0.26474493159912527,6.280744204900657e-06,0.2,0.004051163,-0.002757398644462228,-0.0024602376885013654,1680
377,170,921,348160,500.0,500.0,-9.764385223388672,0.05029296875,0.0003,-0.2803710776846856,3.595163207137375e-06,0.2,0.003914141,-0.007555603515356779,-0.0018795838768710382,1690
376,171,931,350208,500.0,500.0,-5.818639278411865,0.02021484375,0.0003,-0.2573290868662298,1.1879387784574647e-07,0.2,0.0009169836,0.009682055562734604,-0.0011427097022533416,1700
374,172,941,352256,500.0,500.0,-4.544247627258301,0.01611328125,0.0003,-0.2470453389454633,8.566709425394947e-07,0.2,0.0015760055,-0.008166271261870861,-0.0014290092600276693,1710
372,173,951,354304,500.0,500.0,-3.4857592582702637,0.04111328125,0.0003,-0.24381370688788592,1.0842568764246608e-05,0.2,0.0029766648,0.00453309528529644,-0.0027438688703114167,1720
370,174,961,356352,500.0,500.0,-3.138983726501465,0.011572265625,0.0003,-0.23246432100422681,1.481822692994683e-07,0.2,0.0011701164,-0.006707869935780764,-0.0005914082867093384,1730
368,175,971,358400,500.0,500.0,-4.469342231750488,0.017138671875,0.0003,-0.2294232512358576,1.0887378658708258e-05,0.2,0.0019253974,-0.006078681442886591,-0.0005983520255540498,1740
367,176,981,360448,500.0,500.0,-6.198221683502197,0.032421875,0.0003,-0.23994001438841223,4.6774316871278644e-06,0.2,0.003526554,-0.006189761683344841,-0.0018675589759368449,1750
365,177,991,362496,500.0,500.0,-11.539459228515625,0.0125,0.0003,-0.24269283483736218,1.133877304937414e-07,0.2,0.0004159147,-0.003997755702584982,0.00012877339322585611,1760
363,178,1002,364544,500.0,500.0,-8.38204288482666,0.016552734375,0.0003,-0.23971529686823487,1.7917012655743748e-07,0.2,0.0023249052,0.002190422499552369,-0.0003585146834666375,1770
362,179,1012,366592,500.0,500.0,-13.941557884216309,0.0296875,0.0003,-0.23984810654073954,2.0733896704427934e-05,0.2,0.0012478859,0.012275248765945435,-0.0012694127683062107,1780
360,180,1022,368640,500.0,500.0,-0.2688335180282593,0.01640625,0.0003,-0.2345333573408425,5.6496051740850815e-06,0.2,0.00084541657,0.00112508749589324,0.0007714482271694578,1790
358,181,1033,370688,500.0,500.0,-0.36241769790649414,0.039453125,0.0003,-0.23387496806681157,4.1931163545427806e-05,0.2,0.0040365206,-0.00013269799819681793,-0.0013534514131606557,1800
357,182,1043,372736,500.0,500.0,-0.35838747024536133,0.022314453125,0.0003,-0.21655296748504044,2.0145370172031107e-07,0.2,0.002321067,-0.0016486255917698145,0.00011409078870201483,1810
355,183,1054,374784,500.0,500.0,-0.5912175178527832,0.042333984375,0.0003,-0.25991072971373796,1.8169749580465577e-07,0.2,0.0069414554,0.004214912187308073,-0.00021866506576770917,1820
353,184,1065,376832,500.0,500.0,-0.8353582620620728,0.01298828125,0.0003,-0.23081436790525914,6.818745930559089e-07,0.2,0.0016749713,-0.002381265163421631,-0.0005953181862423662,1830
352,185,1075,378880,500.0,500.0,-0.9681220054626465,0.032470703125,0.0003,-0.2620421669445932,5.757335429734667e-07,0.2,0.0029985453,-0.006022930610924959,-0.0007330021981033497,1840
350,186,1086,380928,500.0,500.0,-1.5628197193145752,0.02041015625,0.0003,-0.23681889954023064,2.7100098293431075e-06,0.2,0.0021825857,0.02287919633090496,-0.0018808168519171887,1850
349,187,1097,382976,500.0,500.0,-1.6144721508026123,0.02099609375,0.0003,-0.24422909505665302,3.627746278880295e-05,0.2,0.00061484124,-0.0060633523389697075,-0.00035341427428647876,1860
347,188,1108,385024,500.0,500.0,-2.090272903442383,0.04404296875,0.0003,-0.24546348508447408,2.281335298448539e-07,0.2,0.0043708133,-0.013189495541155338,-0.0014747895183973014,1870
345,189,1118,387072,500.0,500.0,-3.5544514656066895,0.0197265625,0.0003,-0.23199346312321723,2.4804235749797953e-07,0.2,0.0027473783,-0.004980599973350763,-0.0005774923658464104,1880
344,190,1129,389120,500.0,500.0,-3.3338088989257812,0.030078125,0.0003,-0.2457546055316925,4.631221742101843e-07,0.2,0.002329462,0.0019322022562846541,2.790587896015495e-05,1890
342,191,1140,391168,500.0,500.0,-4.012415409088135,0.024365234375,0.0003,-0.2438359424006194,5.550796907982658e-06,0.2,0.0032559773,-0.0012963861227035522,0.0004616766877006739,1900
341,192,1151,393216,500.0,500.0,-5.214764595031738,0.037109375,0.0003,-0.25421121511608363,1.6961358244316217e-05,0.2,0.0034623747,0.0009399284608662128,-0.0012516280243289658,1910
339,193,1162,395264,500.0,500.0,-7.359468460083008,0.018798828125,0.0003,-0.25006779418326913,2.28531826849121e-06,0.2,0.00242772,0.01372607797384262,0.000572371727321297,1920
338,194,1174,397312,500.0,500.0,-7.324176788330078,0.03544921875,0.0003,-0.258259737957269,2.6372163063115294e-06,0.2,0.0028442745,-0.016983604058623314,-0.0013701983902137727,1930
336,195,1185,399360,500.0,500.0,-2.983196258544922,0.045947265625,0.0003,-0.25610358444973824,1.2754247222801495e-07,0.2,0.0060311444,-0.004001076333224773,-0.0004942614876199513,1940
335,196,1196,401408,500.0,500.0,-11.54569149017334,0.0201171875,0.0003,-0.26416347846388816,3.8828336812457565e-07,0.2,0.0036670645,-0.0019693549256771803,0.00035070230660494417,1950
334,197,1207,403456,500.0,500.0,-3.1832075119018555,0.036572265625,0.0003,-0.26628705514594914,7.795913009545075e-06,0.2,0.0031660227,0.0015296833589673042,0.0005651807397953235,1960
332,198,1220,405504,500.0,500.0,-2.4399802684783936,0.015185546875,0.0003,-0.25016060676425694,8.757395761449516e-07,0.2,0.0013769118,-0.0033231093548238277,-0.001993914257036522,1970
330,199,1232,407552,500.0,500.0,-5.90238094329834,0.019873046875,0.0003,-0.2512144627049565,7.894577228739763e-06,0.2,0.0013068767,0.0007371623069047928,-0.0013045574640273116,1980
329,200,1244,409600,500.0,500.0,-4.121108531951904,0.01123046875,0.0003,-0.24746328336186707,3.352615356959632e-05,0.2,0.001680621,-0.000978027586825192,-1.888604019768536e-05,1990
327,201,1257,411648,500.0,500.0,-6.300196170806885,0.014013671875,0.0003,-0.25708745974116026,5.4861021681062996e-08,0.2,0.00146611,0.01173613965511322,-1.553300389787182e-05,2000
325,202,1269,413696,500.0,500.0,-6.494606971740723,0.06162109375,0.0003,-0.2681678045541048,6.429902441595913e-08,0.2,0.0053363256,0.014147932641208172,-0.0025961564067984,2010
324,203,1282,415744,500.0,500.0,-4.633300304412842,0.06328125,0.0003,-0.27345763868652284,6.87852320879756e-08,0.2,0.0054461015,-0.015521612949669361,-0.0047633746115025135,2020
322,204,1295,417792,500.0,500.0,-4.407216548919678,0.0169921875,0.0003,-0.2584303968120366,9.808200331917761e-08,0.2,0.0019891039,0.005729473661631346,-0.0015799502492882312,2030
320,205,1308,419840,500.0,500.0,-12.789716720581055,0.007861328125,0.0003,-0.2585223788395524,1.3303523559216045e-06,0.2,0.0006837106,0.00824816431850195,-0.00011010482703568413,2040
319,206,1321,421888,500.0,500.0,-3.802853584289551,0.03359375,0.0003,-0.24846240864135324,2.591866376633334e-07,0.2,0.0025975946,0.006338258273899555,-0.0013134795866790228,2050
317,207,1335,423936,500.0,500.0,-8.801815032958984,0.05078125,0.0003,-0.2656153959222138,5.475399404986092e-07,0.2,0.0054374365,0.0006207100814208388,-0.0018612624946399592,2060
315,208,1348,425984,500.0,500.0,-8.787968635559082,0.03505859375,0.0003,-0.27838655444793403,2.252745043449522e-05,0.2,0.005637701,-0.0029011911246925592,-0.00035677949636010454,2070
314,209,1362,428032,500.0,500.0,-4.274523735046387,0.01845703125,0.0003,-0.25846121590584514,4.727432326490089e-07,0.2,0.0027646017,-0.0055163269862532616,-0.0020960554000339473,2080
312,210,1375,430080,500.0,500.0,-5.987446308135986,0.0296875,0.0003,-0.2790421816520393,5.661478894580796e-08,0.2,0.0019881006,-0.00567250931635499,0.00023567494354210795,2090
311,211,1388,432128,500.0,500.0,-3.6738333702087402,0.044482421875,0.0003,-0.26360295014455914,3.9251625594260986e-07,0.2,0.0036970638,0.0051035271026194096,-0.0024209554365370424,2100
309,212,1402,434176,500.0,500.0,-6.061087608337402,0.025341796875,0.0003,-0.24372664745897055,4.112565244440703e-06,0.2,0.0018224485,-0.004167799837887287,-0.002030860015656799,2110
307,213,1416,436224,500.0,500.0,-4.560680389404297,0.05166015625,0.0003,-0.26507815048098565,8.724555300432257e-08,0.2,0.004317819,-0.0016537397168576717,-0.0021749089006334542,2120
306,214,1430,438272,500.0,500.0,-8.66077995300293,0.05166015625,0.0003,-0.2655743858311325,2.4270364917811094e-07,0.2,0.003964055,-0.006510112434625626,-0.0009521524363663048,2130
304,215,1443,440320,500.0,500.0,-7.144376754760742,0.043994140625,0.0003,-0.2731948750093579,2.946493979152365e-05,0.2,0.0027472063,-0.01656857319176197,-0.0022193708093254825,2140
303,216,1457,442368,500.0,500.0,-3.3454995155334473,0.01630859375,0.0003,-0.2548949135933071,5.6702432971178496e-08,0.2,0.00086550694,0.005602810997515917,-0.0011808811977971345,2150
302,217,1471,444416,500.0,500.0,-8.202493667602539,0.0095703125,0.0003,-0.2555412411689758,3.794382053001755e-08,0.2,0.0021421593,-0.0030452925711870193,-0.00020333485299488528,2160
300,218,1485,446464,500.0,500.0,-13.637035369873047,0.02666015625,0.0003,-0.26085066394880413,5.5742495419508485e-08,0.2,0.0023347586,0.020131975412368774,0.0007378033937129657,2170
299,219,1499,448512,500.0,500.0,-4.94129753112793,0.0173828125,0.0003,-0.26164690470322965,4.3452476177208156e-07,0.2,0.0011679034,-0.0018332743784412742,-0.0004684721905505285,2180
297,220,1513,450560,500.0,500.0,-8.451898574829102,0.02607421875,0.0003,-0.2512762735132128,3.929545428604797e-05,0.2,0.0020426898,-0.006473475601524115,-0.0011936889175558462,2190
296,221,1527,452608,500.0,500.0,-3.810966968536377,0.031640625,0.0003,-0.2621269943192601,4.360357763744105e-08,0.2,0.0037979488,-0.0007104030228219926,-0.001258511639025528,2200
294,222,1541,454656,500.0,500.0,-3.4311976432800293,0.035205078125,0.0003,-0.2563761244062334,5.681299910520465e-08,0.2,0.0037648168,0.005969160236418247,-0.0012043534166878088,2210
293,223,1555,456704,500.0,500.0,-5.730206489562988,0.044140625,0.0003,-0.25955842016264796,4.949922924879502e-08,0.2,0.0049859574,0.002541562309488654,-0.0020332372121629307,2220
292,224,1569,458752,500.0,500.0,-6.807105541229248,0.01826171875,0.0003,-0.2761070779059082,2.477065606854012e-07,0.2,0.0037785056,-0.006551505997776985,-0.00046925561910029503,2230
290,225,1584,460800,500.0,500.0,-7.819527626037598,0.021728515625,0.0003,-0.25137997861020267,1.287838784946871e-07,0.2,0.0025714627,-0.004762415308505297,-0.002071276231436059,2240
289,226,1598,462848,500.0,500.0,-8.83051872253418,0.033935546875,0.0003,-0.27149820579215883,2.3050963591231266e-07,0.2,0.001476927,0.0028112251311540604,-0.0009081211665034061,2250
288,227,1612,464896,500.0,500.0,-6.403401851654053,0.02607421875,0.0003,-0.2704148049931973,6.904848106614736e-07,0.2,0.0012975994,0.006668513175100088,-0.0001480355829698965,2260
286,228,1627,466944,500.0,500.0,-4.79187536239624,0.008349609375,0.0003,-0.26597159588709474,9.824886748788231e-06,0.2,0.0012872667,-0.0026427654083818197,-0.00019215916690882296,2270
285,229,1641,468992,500.0,500.0,-4.962567329406738,0.035888671875,0.0003,-0.24973620511591435,2.409352987342572e-07,0.2,0.0022825997,-0.001568416366353631,-0.0013457773515256123,2280
284,230,1656,471040,500.0,500.0,-6.487977027893066,0.015380859375,0.0003,-0.25197136397473513,3.013380313632297e-06,0.2,0.0018132278,-0.006620641797780991,-0.0008676505152834579,2290
283,231,1671,473088,500.0,500.0,-7.27177619934082,0.038330078125,0.0003,-0.24895644704811276,9.029956356698676e-06,0.2,0.0018404012,-0.00923195667564869,-0.000999490899266675,2300
281,232,1685,475136,500.0,500.0,-0.25133371353149414,0.04912109375,0.0003,-0.2531481263693422,3.7064956586618793e-06,0.2,0.005390846,0.016848985105752945,-0.0003693140941322781,2310
280,233,1700,477184,500.0,500.0,-0.22469305992126465,0.037646484375,0.0003,-0.26650458863005044,1.3057657992021631e-05,0.2,0.0017989671,-0.003925983794033527,-0.0004614672638126649,2320
279,234,1715,479232,500.0,500.0,-0.3991837501525879,0.061474609375,0.0003,-0.2746388176456094,1.1093349570501232e-06,0.2,0.006666202,8.633089601062238e-05,-0.00039777599304215985,2330
278,235,1730,481280,500.0,500.0,-0.5342870950698853,0.068603515625,0.0003,-0.28283530292101206,1.0949978218377509e-06,0.2,0.0061281575,-0.013116106390953064,-0.0022735452075721696,2340
276,236,1745,483328,500.0,500.0,-0.7522011995315552,0.015283203125,0.0003,-0.27538326042704286,1.2109471214216683e-06,0.2,0.0018070384,-0.0023023393005132675,-0.0003987139119999483,2350
275,237,1759,485376,500.0,500.0,-1.111055612564087,0.030224609375,0.0003,-0.26046139243990185,1.1502951792863314e-06,0.2,0.0036884747,-0.0026352228596806526,-0.0009690168517408893,2360
274,238,1774,487424,500.0,500.0,-0.615591287612915,0.015625,0.0003,-0.26311198198236524,1.984053344017411e-06,0.2,0.0012888659,0.0016822381876409054,-0.00079905440506991,2370
273,239,1789,489472,500.0,500.0,-4.611485481262207,0.01552734375,0.0003,-0.24925884357653558,3.645988386438148e-05,0.2,0.00086106686,-0.004951192997395992,-0.0003089578327490017,2380
272,240,1804,491520,500.0,500.0,-5.152760982513428,0.018505859375,0.0003,-0.24340559039264917,3.900652245647507e-08,0.2,0.0020365755,-0.005327665712684393,-0.0008523230542778037,2390
271,241,1819,493568,500.0,500.0,-4.242313385009766,0.017138671875,0.0003,-0.23924273517914116,7.169694811182126e-08,0.2,0.0027105196,0.010133514180779457,-0.00019439553143456577,2400
270,242,1834,495616,500.0,500.0,-4.3449602127075195,0.017431640625,0.0003,-0.2471518749371171,5.190198635318666e-08,0.2,0.0014243252,-0.0032507770229130983,-0.000429479014565004,2410
268,243,1850,497664,500.0,500.0,-4.371078968048096,0.019775390625,0.0003,-0.2389083848334849,4.04894306029746e-06,0.2,0.0012730989,0.03532671183347702,0.0008535000320989639,2420
267,244,1865,499712,500.0,500.0,-6.742225646972656,0.0388671875,0.0003,-0.24460958084091544,5.70359063090109e-07,0.2,0.0032520688,-0.024012494832277298,-0.001467311306623742,2430
266,245,1880,501760,500.0,500.0,-5.928845405578613,0.038671875,0.0003,-0.2349997151643038,6.516496256381287e-07,0.2,0.00065850106,-0.0008162585436366498,-0.0011920838835067116,2440
